1|Toy Story|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
2|GoldenEye|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
3|Four Rooms|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
4|Get Shorty|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
5|Copycat|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
6|Shanghai Triad (Yao a yao yao dao waipo qiao)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
7|Twelve Monkeys|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0
8|Babe|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0
9|Dead Man Walking|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
10|Richard III|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
11|Seven (Se7en)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
12|Usual Suspects, The|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
13|Mighty Aphrodite|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
14|Postino, Il|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
15|Mr. Holland's Opus|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
16|French Twist (Gazon maudit)|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
17|From Dusk Till Dawn|1|0|0|0|1|1|0|0|0|0|1|0|0|0|0|1|0|0
18|White Balloon, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
19|Antonia's Line|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
20|Angels and Insects|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
21|Muppet Treasure Island|1|1|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0
22|Braveheart|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
23|Taxi Driver|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
24|Rumble in the Bronx|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
25|Birdcage, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
26|Brothers McMullen, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
27|Bad Boys|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
28|Apollo 13|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
29|Batman Forever|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
30|Belle de jour|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
31|Crimson Tide|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0
32|Crumb|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
33|Desperado|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
34|Doom Generation, The|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
35|Free Willy 2: The Adventure Home|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
36|Mad Love|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
37|Nadja|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
38|Net, The|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
39|Strange Days|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0
40|To Wong Foo, Thanks for Everything! Julie Newmar|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
41|Billy Madison|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
42|Clerks|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
43|Disclosure|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
44|Dolores Claiborne|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
45|Eat Drink Man Woman|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
46|Exotica|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
47|Ed Wood|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
48|Hoop Dreams|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
49|I.Q.|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
50|Star Wars|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0
51|Legends of the Fall|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1
52|Madness of King George, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
53|Natural Born Killers|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
54|Outbreak|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
55|Professional, The|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1|0|0
56|Pulp Fiction|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
57|Priest|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
58|Quiz Show|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
59|Three Colors: Red|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
60|Three Colors: Blue|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
61|Three Colors: White|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
62|Stargate|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
63|Santa Clause, The|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
64|Shawshank Redemption, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
65|What's Eating Gilbert Grape|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
66|While You Were Sleeping|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
67|Ace Ventura: Pet Detective|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
68|Crow, The|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0
69|Forrest Gump|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0
70|Four Weddings and a Funeral|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
71|Lion King, The|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
72|Mask, The|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0
73|Maverick|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1
74|Faster Pussycat! Kill! Kill!|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
75|Brother Minister: The Assassination of Malcolm X|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
76|Carlito's Way|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
77|Firm, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
78|Free Willy|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
79|Fugitive, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
80|Hot Shots! Part Deux|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
81|Hudsucker Proxy, The|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
82|Jurassic Park|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
83|Much Ado About Nothing|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
84|Robert A. Heinlein's The Puppet Masters|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
85|Ref, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
86|Remains of the Day, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
87|Searching for Bobby Fischer|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
88|Sleepless in Seattle|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
89|Blade Runner|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
90|So I Married an Axe Murderer|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0
91|Nightmare Before Christmas, The|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0
92|True Romance|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0
93|Welcome to the Dollhouse|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
94|Home Alone|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
95|Aladdin|0|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0
96|Terminator 2: Judgment Day|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
97|Dances with Wolves|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1
98|Silence of the Lambs, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
99|Snow White and the Seven Dwarfs|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
100|Fargo|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
101|Heavy Metal|1|1|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
102|Aristocats, The|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
103|All Dogs Go to Heaven 2|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
104|Theodore Rex|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
105|Sgt. Bilko|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
106|Diabolique|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
107|Moll Flanders|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
108|Kids in the Hall: Brain Candy|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
109|Mystery Science Theater 3000: The Movie|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0
110|Operation Dumbo Drop|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
111|Truth About Cats & Dogs, The|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
112|Flipper|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
113|Horseman on the Roof, The (Hussard sur le toit, Le)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
114|Wallace & Gromit: The Best of Aardman Animation|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
115|Haunted World of Edward D. Wood Jr., The|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
116|Cold Comfort Farm|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
117|Rock, The|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
118|Twister|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
119|Maya Lin: A Strong Clear Vision|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
120|Striptease|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
121|Independence Day (ID4)|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0
122|Cable Guy, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
123|Frighteners, The|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0
124|Lone Star|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
125|Phenomenon|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
126|Spitfire Grill, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
127|Godfather, The|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
128|Supercop|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
129|Bound|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1|0|0
130|Kansas City|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
131|Breakfast at Tiffany's|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
132|Wizard of Oz, The|0|1|0|1|0|0|0|1|0|0|0|1|0|0|0|0|0|0
133|Gone with the Wind|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|0
134|Citizen Kane|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
135|2001: A Space Odyssey|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|1|0|0
136|Mr. Smith Goes to Washington|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
137|Big Night|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
138|D3: The Mighty Ducks|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
139|Love Bug, The|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
140|Homeward Bound: The Incredible Journey|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
141|20,000 Leagues Under the Sea|0|1|0|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0
142|Bedknobs and Broomsticks|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0
143|Sound of Music, The|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
144|Die Hard|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
145|Lawnmower Man, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
146|Unhook the Stars|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
147|Long Kiss Goodnight, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
148|Ghost and the Darkness, The|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
149|Jude|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
150|Swingers|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
151|Willy Wonka and the Chocolate Factory|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
152|Sleeper|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0
153|Fish Called Wanda, A|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
154|Monty Python's Life of Brian|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
155|Dirty Dancing|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
156|Reservoir Dogs|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
157|Platoon|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
158|Weekend at Bernie's|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
159|Basic Instinct|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0
160|Glengarry Glen Ross|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
161|Top Gun|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0
162|On Golden Pond|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
163|Return of the Pink Panther, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
164|Abyss, The|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
165|Jean de Florette|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
166|Manon of the Spring (Manon des sources)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
167|Private Benjamin|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
168|Monty Python and the Holy Grail|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
169|Wrong Trousers, The|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
170|Cinema Paradiso|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
171|Delicatessen|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0
172|Empire Strikes Back, The|1|1|0|0|0|0|0|1|0|0|0|0|0|1|1|0|1|0
173|Princess Bride, The|1|1|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
174|Raiders of the Lost Ark|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
175|Brazil|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
176|Aliens|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0
177|Good, The Bad and The Ugly, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
178|12 Angry Men|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
179|Clockwork Orange, A|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
180|Apocalypse Now|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
181|Return of the Jedi|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0
182|GoodFellas|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
183|Alien|1|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0
184|Army of Darkness|1|1|0|0|1|0|0|0|0|0|1|0|0|0|1|0|0|0
185|Psycho|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|0
186|Blues Brothers, The|1|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0
187|Godfather: Part II, The|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
188|Full Metal Jacket|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
189|Grand Day Out, A|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
190|Henry V|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
191|Amadeus|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
192|Raging Bull|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
193|Right Stuff, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
194|Sting, The|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
195|Terminator, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
196|Dead Poets Society|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
197|Graduate, The|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
198|Nikita (La Femme Nikita)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
199|Bridge on the River Kwai, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
200|Shining, The|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
201|Evil Dead II|1|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0
202|Groundhog Day|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
203|Unforgiven|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
204|Back to the Future|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0
205|Patton|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
206|Akira|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
207|Cyrano de Bergerac|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
208|Young Frankenstein|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0
209|This Is Spinal Tap|0|0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0
210|Indiana Jones and the Last Crusade|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
211|M*A*S*H|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0
212|Unbearable Lightness of Being, The|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
213|Room with a View, A|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
214|Pink Floyd - The Wall|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0
215|Field of Dreams|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
216|When Harry Met Sally...|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
217|Bram Stoker's Dracula|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0
218|Cape Fear|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
219|Nightmare on Elm Street, A|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
220|Mirror Has Two Faces, The|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
221|Breaking the Waves|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
222|Star Trek: First Contact|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
223|Sling Blade|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
224|Ridicule|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
225|101 Dalmatians|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
226|Die Hard 2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
227|Star Trek VI: The Undiscovered Country|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
228|Star Trek: The Wrath of Khan|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
229|Star Trek III: The Search for Spock|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
230|Star Trek IV: The Voyage Home|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
231|Batman Returns|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
232|Young Guns|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1
233|Under Siege|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
234|Jaws|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
235|Mars Attacks!|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0
236|Citizen Ruth|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
237|Jerry Maguire|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
238|Raising Arizona|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
239|Sneakers|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0
240|Beavis and Butt-head Do America|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
241|Last of the Mohicans, The|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0
242|Kolya|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
243|Jungle2Jungle|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0
244|Smilla's Sense of Snow|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
245|Devil's Own, The|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0
246|Chasing Amy|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
247|Turbo: A Power Rangers Movie|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
248|Grosse Pointe Blank|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
249|Austin Powers: International Man of Mystery|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
250|Fifth Element, The|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
251|Shall We Dance?|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
252|Lost World: Jurassic Park, The|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0
253|Pillow Book, The|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
254|Batman & Robin|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
255|My Best Friend's Wedding|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
256|When the Cats Away|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
268|Chasing Amy|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
269|Full Monty, The|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
270|Gattaca|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0
271|Starship Troopers|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0
272|Good Will Hunting|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
273|Heat|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
274|Sabrina|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
275|Sense and Sensibility|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
